DiseaseName,DiseaseID,DrugBankID,DrugName
Hepatitis C,MESH:D006526,DB13878,Pibrentasvir
Hepatitis,MESH:D006505,DB13879,Glecaprevir
Hepatitis C,MESH:D006526,DB13879,Glecaprevir
Leukemia,MESH:D007938,DB13881,Tisagenlecleucel
Lymphoma,MESH:D008223,DB13881,Tisagenlecleucel
Pain,MESH:D010146,DB13882,Methyl nicotinate
Hemophilia B,MESH:D002836,DB13884,Albutrepenonacog alfa
Disease,MESH:D004194,DB13886,Human cytomegalovirus immune globulin
Melanoma,MESH:D008545,DB13896,Talimogene laherparepvec
Disease,MESH:D004194,DB13896,Talimogene laherparepvec
Dermatitis,MESH:D003872,DB13906,Aloe vera leaf
Eczema,MESH:D004485,DB13906,Aloe vera leaf
Sunburn,MESH:D013471,DB13906,Aloe vera leaf
Burns,MESH:D002056,DB13906,Aloe vera leaf
Infections,MESH:D007239,DB13908,Amylmetacresol
Lymphoma,MESH:D008223,DB13915,Axicabtagene ciloleucel
Hemophilia A,MESH:D006467,DB13923,Emicizumab
Disease,MESH:D004194,DB13924,Varicella zoster vaccine (recombinant)
Neuroendocrine Tumors,MESH:D018358,DB13925,Dotatate gallium Ga-68
Keratitis,MESH:D007634,DB13926,Cenegermin
Ulcer,MESH:D014456,DB13926,Cenegermin
Corneal Ulcer,MESH:D003320,DB13926,Cenegermin
Diabetes Mellitus,MESH:D003920,DB13928,Semaglutide
Obesity,MESH:D009765,DB13928,Semaglutide
Stroke,MESH:D020521,DB13928,Semaglutide
Myocardial Infarction,MESH:D009203,DB13928,Semaglutide
Pancreatitis,MESH:D010195,DB13928,Semaglutide
Death,MESH:D003643,DB13928,Semaglutide
Infarction,MESH:D007238,DB13928,Semaglutide
Disease,MESH:D004194,DB13928,Semaglutide
Diabetic Ketoacidosis,MESH:D016883,DB13928,Semaglutide
Overweight,MESH:D050177,DB13928,Semaglutide
Acidosis,MESH:D000138,DB13928,Semaglutide
Hypertension,MESH:D006973,DB13931,Netarsudil
Glaucoma,MESH:D005901,DB13931,Netarsudil
Coma,MESH:D003128,DB13931,Netarsudil
Ocular Hypertension,MESH:D009798,DB13931,Netarsudil
Retinal Degeneration,MESH:D012162,DB13932,Voretigene neparvovec
Blindness,MESH:D001766,DB13932,Voretigene neparvovec
Hemophilia B,MESH:D002836,DB13933,Nonacog beta pegol
Disease,MESH:D004194,DB13933,Nonacog beta pegol
Cryptorchidism,MESH:D003456,DB13943,Testosterone cypionate
Hypogonadism,MESH:D007006,DB13943,Testosterone cypionate
Stroke,MESH:D020521,DB13944,Testosterone enanthate
Myocardial Infarction,MESH:D009203,DB13944,Testosterone enanthate
Death,MESH:D003643,DB13944,Testosterone enanthate
Cryptorchidism,MESH:D003456,DB13944,Testosterone enanthate
Hypogonadism,MESH:D007006,DB13944,Testosterone enanthate
Infarction,MESH:D007238,DB13944,Testosterone enanthate
Tics,MESH:D020323,DB13944,Testosterone enanthate
Cryptorchidism,MESH:D003456,DB13946,Testosterone undecanoate
Hypogonadism,MESH:D007006,DB13946,Testosterone undecanoate
Disease,MESH:D004194,DB13949,Ferric cation
Pruritus,MESH:D011537,DB13952,Estradiol acetate
Atrophy,MESH:D001284,DB13952,Estradiol acetate
Hypogonadism,MESH:D007006,DB13954,Estradiol cypionate
Carcinoma,MESH:D002277,DB13956,Estradiol valerate
Atrophy,MESH:D001284,DB13956,Estradiol valerate
Hypogonadism,MESH:D007006,DB13956,Estradiol valerate
Myocardial Infarction,MESH:D009203,DB13961,Fish oil
Hypertriglyceridemia,MESH:D015228,DB13961,Fish oil
Infarction,MESH:D007238,DB13961,Fish oil
Heart Diseases,MESH:D006331,DB13964,Peanut oil
Weight Loss,MESH:D015431,DB13964,Peanut oil
Disease,MESH:D004194,DB13964,Peanut oil
Hemorrhage,MESH:D006470,DB13968,Plasma protein fraction (human)
Shock,MESH:D012769,DB13968,Plasma protein fraction (human)
Disease,MESH:D004194,DB13973,Remestemcel-L
Inflammation,MESH:D007249,DB13979,Besilesomab
Neuroendocrine Tumors,MESH:D018358,DB13985,Lutetium Lu 177 dotatate
Hypersensitivity,MESH:D006967,DB13987,Strontium chloride
Hemorrhage,MESH:D006470,DB13995,Ferric pyrophosphate citrate
Thrombocytopenia,MESH:D013921,DB13995,Ferric pyrophosphate citrate
Gastrointestinal Hemorrhage,MESH:D006471,DB13995,Ferric pyrophosphate citrate
Hematuria,MESH:D006417,DB13995,Ferric pyrophosphate citrate
Factor XIII Deficiency,MESH:D005177,DB13998,Lonoctocog alfa
Hemophilia A,MESH:D006467,DB13998,Lonoctocog alfa
Disease,MESH:D004194,DB13998,Lonoctocog alfa
Hemophilia A,MESH:D006467,DB13999,Moroctocog alfa
Chronic Disease,MESH:D002908,DB14001,alpha-Tocopherol succinate
Inflammation,MESH:D007249,DB14001,alpha-Tocopherol succinate
Cardiovascular Diseases,MESH:D002318,DB14001,alpha-Tocopherol succinate
Birth Weight,MESH:D001724,DB14001,alpha-Tocopherol succinate
Vascular Diseases,MESH:D014652,DB14001,alpha-Tocopherol succinate
Disease,MESH:D004194,DB14001,alpha-Tocopherol succinate
Abetalipoproteinemia,MESH:D000012,DB14001,alpha-Tocopherol succinate
Vitamin E Deficiency,MESH:D014811,DB14001,alpha-Tocopherol succinate
Asthma,MESH:D001249,DB14002,D-alpha-Tocopherol acetate
Cataract,MESH:D002386,DB14002,D-alpha-Tocopherol acetate
Arthritis,MESH:D001168,DB14002,D-alpha-Tocopherol acetate
Disease,MESH:D004194,DB14002,D-alpha-Tocopherol acetate
Chronic Disease,MESH:D002908,DB14003,alpha-Tocopherol acetate
Cardiovascular Diseases,MESH:D002318,DB14003,alpha-Tocopherol acetate
Birth Weight,MESH:D001724,DB14003,alpha-Tocopherol acetate
Vascular Diseases,MESH:D014652,DB14003,alpha-Tocopherol acetate
Disease,MESH:D004194,DB14003,alpha-Tocopherol acetate
Abetalipoproteinemia,MESH:D000012,DB14003,alpha-Tocopherol acetate
Vitamin E Deficiency,MESH:D014811,DB14003,alpha-Tocopherol acetate
Psoriasis,MESH:D011565,DB14004,Tildrakizumab
Pain,MESH:D010146,DB14006,Choline salicylate
Ulcer,MESH:D014456,DB14006,Choline salicylate
Pain,MESH:D010146,DB14011,Nabiximols
Multiple Sclerosis,MESH:D009103,DB14011,Nabiximols
Sclerosis,MESH:D012598,DB14011,Nabiximols
Disease,MESH:D004194,DB14012,Burosumab
Hypophosphatemia,MESH:D017674,DB14012,Burosumab
Weight Gain,MESH:D015430,DB14018,Bromotheophylline
Nausea,MESH:D009325,DB14019,Fosnetupitant
Vomiting,MESH:D014839,DB14019,Fosnetupitant
Otitis Media,MESH:D010033,DB14033,Acetyl sulfisoxazole
Malaria,MESH:D008288,DB14033,Acetyl sulfisoxazole
Nephritis,MESH:D009393,DB14033,Acetyl sulfisoxazole
Meningitis,MESH:D008581,DB14033,Acetyl sulfisoxazole
Infections,MESH:D007239,DB14033,Acetyl sulfisoxazole
Cystitis,MESH:D003556,DB14033,Acetyl sulfisoxazole
Urinary Tract Infections,MESH:D014552,DB14033,Acetyl sulfisoxazole
Pyelonephritis,MESH:D011704,DB14033,Acetyl sulfisoxazole
Headache,MESH:D006261,DB14042,Galcanezumab
Hyperkalemia,MESH:D006947,DB14048,Sodium zirconium cyclosilicate
Fragile X Syndrome,MESH:D005600,DB14050,Cannabidivarin
Rett Syndrome,MESH:D015518,DB14050,Cannabidivarin
Eczema,MESH:D004485,DB14112,Human vaccinia virus immune globulin
Infections,MESH:D007239,DB14112,Human vaccinia virus immune globulin
Keratitis,MESH:D007634,DB14112,Human vaccinia virus immune globulin
Burns,MESH:D002056,DB14112,Human vaccinia virus immune globulin
Hepatitis,MESH:D006505,DB14126,Tenofovir
Hepatitis B,MESH:D006509,DB14126,Tenofovir
Herpes Simplex,MESH:D006561,DB14126,Tenofovir
Nausea,MESH:D009325,DB14132,8-chlorotheophylline
Vomiting,MESH:D014839,DB14132,8-chlorotheophylline
Pain,MESH:D010146,DB14146,Loxicodegol
Back Pain,MESH:D001416,DB14146,Loxicodegol
Chronic Pain,MESH:D059350,DB14146,Loxicodegol
Rhinitis,MESH:D012220,DB14163,Anthoxanthum odoratum
Dermatitis,MESH:D003872,DB14183,Geraniol
Dermatitis,MESH:D003872,DB14184,Cinnamaldehyde
Schizophrenia,MESH:D012559,DB14185,Aripiprazole lauroxil
Psychotic Disorders,MESH:D011618,DB14185,Aripiprazole lauroxil
Tic Disorders,MESH:D013981,DB14185,Aripiprazole lauroxil
Dermatitis,MESH:D003872,DB14186,Cinnamyl alcohol
Dermatitis,MESH:D003872,DB14187,Hydroxycitronellal
Dermatitis,MESH:D003872,DB14188,Isoeugenol
Dermatitis,MESH:D003872,DB14189,Ethylenediamine
Dermatitis,MESH:D003872,DB14190,p-tert-Butylphenol-formaldehyde resin (low molecular weight)
Dermatitis,MESH:D003872,DB14191,Diphenylguanidine
Dermatitis,MESH:D003872,DB14193,Ditiocarb zinc
Dermatitis,MESH:D003872,DB14194,Zinc dibutyldithiocarbamate
Dermatitis,MESH:D003872,DB14195,4-(Isopropylamino)diphenylamine
Dermatitis,MESH:D003872,DB14196,"N-Cyclohexyl-N'-phenyl-1,4-phenylenediamine"
Dermatitis,MESH:D003872,DB14197,Methylchloroisothiazolinone
Dermatitis,MESH:D003872,DB14198,Quaternium-15
Dermatitis,MESH:D003872,DB14199,Bromothalonil
Dermatitis,MESH:D003872,DB14200,Thiohexam
Dermatitis,MESH:D003872,DB14201,"2,2'-Dibenzothiazyl disulfide"
Hemophilia A,MESH:D006467,DB14473,Beroctocog alfa
Disease,MESH:D004194,DB14473,Beroctocog alfa
Sepsis,MESH:D018805,DB14478,Povidone K30
Burns,MESH:D002056,DB14478,Povidone K30
Diarrhea,MESH:D003967,DB14487,Zinc acetate
Infections,MESH:D007239,DB14487,Zinc acetate
Respiratory Tract Infections,MESH:D012141,DB14487,Zinc acetate
Anemia,MESH:D000740,DB14488,Ferrous gluconate
Anemia,MESH:D000740,DB14489,Ferrous succinate
Anemia,MESH:D000740,DB14490,Ferrous ascorbate
Anemia,MESH:D000740,DB14491,Ferrous fumarate
Hypokalemia,MESH:D007008,DB14498,Potassium acetate
Hypokalemia,MESH:D007008,DB14499,Potassium sulfate
Hypokalemia,MESH:D007008,DB14500,Potassium
Alkalosis,MESH:D000471,DB14500,Potassium
Paralysis,MESH:D010243,DB14500,Potassium
Nephrolithiasis,MESH:D053040,DB14500,Potassium
Lithiasis,MESH:D020347,DB14500,Potassium
Acidosis,MESH:D000138,DB14500,Potassium
Anemia,MESH:D000740,DB14501,Ferrous glycine sulfate
Constipation,MESH:D003248,DB14502,"Sodium phosphate, dibasic"
Constipation,MESH:D003248,DB14503,"Sodium phosphate, monobasic, unspecified form"
Bipolar Disorder,MESH:D001714,DB14507,Lithium citrate
Bipolar Disorder,MESH:D001714,DB14509,Lithium carbonate
Dermatitis,MESH:D003872,DB14512,Mometasone furoate
Asthma,MESH:D001249,DB14512,Mometasone furoate
Nasal Polyps,MESH:D009298,DB14512,Mometasone furoate
Sinusitis,MESH:D012852,DB14512,Mometasone furoate
Rhinitis,MESH:D012220,DB14512,Mometasone furoate
Polyps,MESH:D011127,DB14512,Mometasone furoate
Sneezing,MESH:D012912,DB14512,Mometasone furoate
Seizures,MESH:D012640,DB14513,Magnesium
Constipation,MESH:D003248,DB14513,Magnesium
Anemia,MESH:D000740,DB14520,Tetraferric tricitrate decahydrate
Disease,MESH:D004194,DB14520,Tetraferric tricitrate decahydrate
Renal Insufficiency,MESH:D051437,DB14538,Hydrocortisone aceponate
Colitis,MESH:D003092,DB14538,Hydrocortisone aceponate
Asthma,MESH:D001249,DB14538,Hydrocortisone aceponate
Psoriasis,MESH:D011565,DB14538,Hydrocortisone aceponate
Arthritis,MESH:D001168,DB14538,Hydrocortisone aceponate
Adrenal Insufficiency,MESH:D000309,DB14538,Hydrocortisone aceponate
Ulcer,MESH:D014456,DB14538,Hydrocortisone aceponate
Disease,MESH:D004194,DB14538,Hydrocortisone aceponate
Renal Insufficiency,MESH:D051437,DB14539,Hydrocortisone acetate
Colitis,MESH:D003092,DB14539,Hydrocortisone acetate
Asthma,MESH:D001249,DB14539,Hydrocortisone acetate
Psoriasis,MESH:D011565,DB14539,Hydrocortisone acetate
Arthritis,MESH:D001168,DB14539,Hydrocortisone acetate
Adrenal Insufficiency,MESH:D000309,DB14539,Hydrocortisone acetate
Ulcer,MESH:D014456,DB14539,Hydrocortisone acetate
Disease,MESH:D004194,DB14539,Hydrocortisone acetate
Renal Insufficiency,MESH:D051437,DB14540,Hydrocortisone butyrate
Colitis,MESH:D003092,DB14540,Hydrocortisone butyrate
Asthma,MESH:D001249,DB14540,Hydrocortisone butyrate
Psoriasis,MESH:D011565,DB14540,Hydrocortisone butyrate
Arthritis,MESH:D001168,DB14540,Hydrocortisone butyrate
Adrenal Insufficiency,MESH:D000309,DB14540,Hydrocortisone butyrate
Ulcer,MESH:D014456,DB14540,Hydrocortisone butyrate
Disease,MESH:D004194,DB14540,Hydrocortisone butyrate
Renal Insufficiency,MESH:D051437,DB14541,Hydrocortisone cypionate
Colitis,MESH:D003092,DB14541,Hydrocortisone cypionate
Asthma,MESH:D001249,DB14541,Hydrocortisone cypionate
Psoriasis,MESH:D011565,DB14541,Hydrocortisone cypionate
Arthritis,MESH:D001168,DB14541,Hydrocortisone cypionate
Adrenal Insufficiency,MESH:D000309,DB14541,Hydrocortisone cypionate
Ulcer,MESH:D014456,DB14541,Hydrocortisone cypionate
Disease,MESH:D004194,DB14541,Hydrocortisone cypionate
Renal Insufficiency,MESH:D051437,DB14542,Hydrocortisone phosphate
Colitis,MESH:D003092,DB14542,Hydrocortisone phosphate
Asthma,MESH:D001249,DB14542,Hydrocortisone phosphate
Psoriasis,MESH:D011565,DB14542,Hydrocortisone phosphate
Arthritis,MESH:D001168,DB14542,Hydrocortisone phosphate
Adrenal Insufficiency,MESH:D000309,DB14542,Hydrocortisone phosphate
Ulcer,MESH:D014456,DB14542,Hydrocortisone phosphate
Disease,MESH:D004194,DB14542,Hydrocortisone phosphate
Renal Insufficiency,MESH:D051437,DB14543,Hydrocortisone probutate
Colitis,MESH:D003092,DB14543,Hydrocortisone probutate
Asthma,MESH:D001249,DB14543,Hydrocortisone probutate
Psoriasis,MESH:D011565,DB14543,Hydrocortisone probutate
Arthritis,MESH:D001168,DB14543,Hydrocortisone probutate
Adrenal Insufficiency,MESH:D000309,DB14543,Hydrocortisone probutate
Ulcer,MESH:D014456,DB14543,Hydrocortisone probutate
Disease,MESH:D004194,DB14543,Hydrocortisone probutate
Renal Insufficiency,MESH:D051437,DB14544,Hydrocortisone valerate
Colitis,MESH:D003092,DB14544,Hydrocortisone valerate
Asthma,MESH:D001249,DB14544,Hydrocortisone valerate
Psoriasis,MESH:D011565,DB14544,Hydrocortisone valerate
Arthritis,MESH:D001168,DB14544,Hydrocortisone valerate
Adrenal Insufficiency,MESH:D000309,DB14544,Hydrocortisone valerate
Ulcer,MESH:D014456,DB14544,Hydrocortisone valerate
Disease,MESH:D004194,DB14544,Hydrocortisone valerate
Carcinoma,MESH:D002277,DB14550,Gallium chloride Ga-67
Lymphoma,MESH:D008223,DB14550,Gallium chloride Ga-67
Disease,MESH:D004194,DB14550,Gallium chloride Ga-67
Carcinoma,MESH:D002277,DB14568,Ivosidenib
Leukemia,MESH:D007938,DB14568,Ivosidenib
Cholangiocarcinoma,MESH:D018281,DB14568,Ivosidenib
Myelodysplastic Syndromes,MESH:D009190,DB14568,Ivosidenib
C SYNDROME,OMIM:211750,DB14568,Ivosidenib
Infections,MESH:D007239,DB14569,Tedizolid
Bacterial Infections,MESH:D001424,DB14569,Tedizolid
Dementia,MESH:D003704,DB14580,Lecanemab
Disease,MESH:D004194,DB14580,Lecanemab
Amyloidosis,MESH:D000686,DB14582,Patisiran
Edema,MESH:D004487,DB14597,Lanadelumab
Angioedema,MESH:D000799,DB14597,Lanadelumab
Poisoning,MESH:D011041,DB14598,Edetate calcium disodium anhydrous
Lead Poisoning,MESH:D007855,DB14598,Edetate calcium disodium anhydrous
Hypercalcemia,MESH:D006934,DB14600,Edetate disodium anhydrous
Edema,MESH:D004487,DB14631,Prednisolone phosphate
Gastrointestinal Diseases,MESH:D005767,DB14631,Prednisolone phosphate
Intestinal Diseases,MESH:D007410,DB14631,Prednisolone phosphate
Tic Disorders,MESH:D013981,DB14631,Prednisolone phosphate
Disease,MESH:D004194,DB14631,Prednisolone phosphate
Alopecia,MESH:D000505,DB14669,Betamethasone phosphate
Gastrointestinal Diseases,MESH:D005767,DB14669,Betamethasone phosphate
Gout,MESH:D006073,DB14669,Betamethasone phosphate
Osteoarthritis,MESH:D010003,DB14669,Betamethasone phosphate
Erythema,MESH:D004890,DB14669,Betamethasone phosphate
Keloid,MESH:D007627,DB14669,Betamethasone phosphate
Meningitis,MESH:D008581,DB14669,Betamethasone phosphate
Arthritis,MESH:D001168,DB14669,Betamethasone phosphate
Synovitis,MESH:D013585,DB14669,Betamethasone phosphate
Alopecia Areata,MESH:D000506,DB14669,Betamethasone phosphate
Intestinal Diseases,MESH:D007410,DB14669,Betamethasone phosphate
Tic Disorders,MESH:D013981,DB14669,Betamethasone phosphate
Disease,MESH:D004194,DB14669,Betamethasone phosphate
Constipation,MESH:D003248,DB14684,Calcium polycarbophil
Hemophilia A,MESH:D006467,DB14700,Damoctocog alfa pegol
Disease Progression,MESH:D018450,DB14707,Cemiplimab
Carcinoma,MESH:D002277,DB14707,Cemiplimab
Disease,MESH:D004194,DB14707,Cemiplimab
Disease,MESH:D004194,DB14711,"Smallpox (Vaccinia) Vaccine, Live"
Infections,MESH:D007239,DB14712,Elapegademase
Disease,MESH:D004194,DB14712,Elapegademase
Amyloidosis,MESH:D000686,DB14713,Inotersen
Death,MESH:D003643,DB14724,Emapalumab
Fever,MESH:D005334,DB14724,Emapalumab
Disease,MESH:D004194,DB14724,Emapalumab
Histiocytosis,MESH:D015614,DB14724,Emapalumab
Leukemia,MESH:D007938,DB14730,Calaspargase pegol
Tics,MESH:D020323,DB14730,Calaspargase pegol
Pneumonia,MESH:D011014,DB14733,Ceftobiprole medocaril
Bacteremia,MESH:D016470,DB14733,Ceftobiprole medocaril
Infections,MESH:D007239,DB14733,Ceftobiprole medocaril
Hemophilia A,MESH:D006467,DB14738,Turoctocog alfa pegol
Disease,MESH:D004194,DB14738,Turoctocog alfa pegol
Infections,MESH:D007239,DB00781,Polymyxin B
Insulin Resistance,MESH:D007333,DB14751,Mecasermin rinfabate
Apnea,MESH:D001049,DB14754,Solriamfetol
Narcolepsy,MESH:D009290,DB14754,Solriamfetol
Airway Obstruction,MESH:D000402,DB14754,Solriamfetol
Pneumonia,MESH:D011014,DB14761,Remdesivir
Death,MESH:D003643,DB14761,Remdesivir
Disease,MESH:D004194,DB14761,Remdesivir
Colitis,MESH:D003092,DB14762,Risankizumab
Psoriasis,MESH:D011565,DB14762,Risankizumab
Arthritis,MESH:D001168,DB14762,Risankizumab
Ulcer,MESH:D014456,DB14762,Risankizumab
Disease,MESH:D004194,DB14762,Risankizumab
Colitis,MESH:D003092,DB14766,Etrasimod
Ulcer,MESH:D014456,DB14766,Etrasimod
Amyotrophic Lateral Sclerosis,MESH:D000690,DB14782,Tofersen
Sclerosis,MESH:D012598,DB14782,Tofersen
Multiple Sclerosis,MESH:D009103,DB14783,Diroximel fumarate
Disease,MESH:D004194,DB14783,Diroximel fumarate
Sclerosis,MESH:D012598,DB14783,Diroximel fumarate
Recurrence,MESH:D012008,DB14805,Piflufolastat F 18
Multiple Myeloma,MESH:D009101,DB14811,Isatuximab
Colitis,MESH:D003092,DB14845,Filgotinib
Arthritis,MESH:D001168,DB14845,Filgotinib
Ulcer,MESH:D014456,DB14845,Filgotinib
Disease,MESH:D004194,DB14845,Filgotinib
Melanoma,MESH:D008545,DB14851,Relatlimab
Macular Degeneration,MESH:D008268,DB14864,Brolucizumab
Nephritis,MESH:D009393,DB14879,Cefiderocol
Infections,MESH:D007239,DB14879,Cefiderocol
Urinary Tract Infections,MESH:D014552,DB14879,Cefiderocol
Pyelonephritis,MESH:D011704,DB14879,Cefiderocol
Pain,MESH:D010146,DB14881,Oliceridine
Hypercholesterolemia,MESH:D006937,DB14901,Inclisiran
Disease,MESH:D004194,DB14901,Inclisiran
Anemia,MESH:D000740,DB14909,Imetelstat
Myelodysplastic Syndromes,MESH:D009190,DB14909,Imetelstat
C SYNDROME,OMIM:211750,DB14909,Imetelstat
Colitis,MESH:D003092,DB14910,Mirikizumab
Ulcer,MESH:D014456,DB14910,Mirikizumab
Disease,MESH:D004194,DB14914,Flortaucipir F-18
Myasthenia Gravis,MESH:D009157,DB14919,Rozanolixizumab
Asthenia,MESH:D001247,DB14919,Rozanolixizumab
Carcinoma,MESH:D002277,DB14922,Tislelizumab
Esophageal Squamous Cell Carcinoma,MESH:D000077277,DB14922,Tislelizumab
Alopecia,MESH:D000505,DB14924,Ritlecitinib
Alopecia Areata,MESH:D000506,DB14924,Ritlecitinib
Multiple Myeloma,MESH:D009101,DB14939,Motixafortide
Recurrence,MESH:D012008,DB14962,Trastuzumab deruxtecan
Carcinoma,MESH:D002277,DB14962,Trastuzumab deruxtecan
Adenocarcinoma,MESH:D000230,DB14962,Trastuzumab deruxtecan
Disease,MESH:D004194,DB14962,Trastuzumab deruxtecan
Disease,MESH:D004194,DB14967,Margetuximab
Dermatitis,MESH:D003872,DB14973,Abrocitinib
Disease,MESH:D004194,DB14973,Abrocitinib
Anemia,MESH:D000740,DB14975,Voxelotor
Disease,MESH:D004194,DB14975,Voxelotor
Disease,MESH:D004194,DB14992,Pegunigalsidase alfa
Fabry Disease,MESH:D000795,DB14992,Pegunigalsidase alfa
Hemolysis,MESH:D006461,DB14996,Sutimlimab
Disease,MESH:D004194,DB14996,Sutimlimab
Multiple Sclerosis,MESH:D009103,DB14999,Human interferon beta
Disease,MESH:D004194,DB14999,Human interferon beta
Sclerosis,MESH:D012598,DB14999,Human interferon beta
Neutropenia,MESH:D009503,DB15001,Eflapegrastim
Vasculitis,MESH:D014657,DB15011,Avacopan
Granulomatosis with Polyangiitis,MESH:D014890,DB15011,Avacopan
Leukemia,MESH:D007938,DB15035,Zanubrutinib
Lymphoma,MESH:D008223,DB15035,Zanubrutinib
Disease Progression,MESH:D018450,DB15043,Toripalimab
Carcinoma,MESH:D002277,DB15043,Toripalimab
Nasopharyngeal Carcinoma,MESH:D000077274,DB15043,Toripalimab
Disease,MESH:D004194,DB15043,Toripalimab
Lymphoma,MESH:D008223,DB15044,Tafasitamab
Pancreatitis,MESH:D010195,DB15067,Volanesorsen
Hypertension,MESH:D006973,DB15071,Omidenepag isopropyl
Glaucoma,MESH:D005901,DB15071,Omidenepag isopropyl
Coma,MESH:D003128,DB15071,Omidenepag isopropyl
Ocular Hypertension,MESH:D009798,DB15071,Omidenepag isopropyl
Asthma,MESH:D001249,DB15090,Tezepelumab
Spasm,MESH:D013035,DB15090,Tezepelumab
Dermatitis,MESH:D003872,DB15091,Upadacitinib
Inflammation,MESH:D007249,DB15091,Upadacitinib
Colitis,MESH:D003092,DB15091,Upadacitinib
Arthritis,MESH:D001168,DB15091,Upadacitinib
Ulcer,MESH:D014456,DB15091,Upadacitinib
Disease,MESH:D004194,DB15091,Upadacitinib
Cough,MESH:D003371,DB15097,Gefapixant
Neoplasms,MESH:D009369,DB15102,Pemigatinib
Carcinoma,MESH:D002277,DB15102,Pemigatinib
Cholangiocarcinoma,MESH:D018281,DB15102,Pemigatinib
Carcinoma,MESH:D002277,DB15118,Zolbetuximab
Adenocarcinoma,MESH:D000230,DB15118,Zolbetuximab
Polycythemia,MESH:D011086,DB15119,Ropeginterferon alfa-2b
Polycythemia Vera,MESH:D011087,DB15119,Ropeginterferon alfa-2b
Carcinoma,MESH:D002277,DB15149,Futibatinib
Cholangiocarcinoma,MESH:D018281,DB15149,Futibatinib
Disease,MESH:D004194,DB15149,Futibatinib
Macular Degeneration,MESH:D008268,DB15165,Avacincaptad pegol
Atrophy,MESH:D001284,DB15165,Avacincaptad pegol
Diabetes Mellitus,MESH:D003920,DB15171,Tirzepatide
Hypertension,MESH:D006973,DB15171,Tirzepatide
Pancreatitis,MESH:D010195,DB15171,Tirzepatide
Apnea,MESH:D001049,DB15171,Tirzepatide
Disease,MESH:D004194,DB15171,Tirzepatide
Overweight,MESH:D050177,DB15171,Tirzepatide
Disease,MESH:D004194,DB15218,Pozelimab
Hypoglycemia,MESH:D007003,DB15226,Dasiglucagon
Leukemia,MESH:D007938,DB15233,Avapritinib
Mastocytosis,MESH:D008415,DB15233,Avapritinib
Hepatitis,MESH:D006505,DB15248,Bulevirtide
Disease,MESH:D004194,DB15248,Bulevirtide
Glioma,MESH:D005910,DB15266,Tovorafenib
Myasthenia Gravis,MESH:D009157,DB15270,Efgartigimod alfa
Asthenia,MESH:D001247,DB15270,Efgartigimod alfa
Disease,MESH:D004194,DB15271,Crizanlizumab
Recurrence,MESH:D012008,DB15275,Inavolisib
Melanoma,MESH:D008545,DB15283,Tebentafusp
Uveal Melanoma,MESH:D000098943,DB15283,Tebentafusp
Edema,MESH:D004487,DB15303,Faricimab
Macular Degeneration,MESH:D008268,DB15303,Faricimab
Macular Edema,MESH:D008269,DB15303,Faricimab
Atrophy,MESH:D001284,DB15305,Risdiplam
Muscular Atrophy,MESH:D009133,DB15305,Risdiplam
Hypercholesterolemia,MESH:D006937,DB15354,Evinacumab
Schizophrenia,MESH:D012559,DB15357,Xanomeline
Multiple Myeloma,MESH:D009101,DB15395,Elranatamab
Hemolysis,MESH:D006461,DB15401,Danicopan
Lymphoma,MESH:D008223,DB15434,Mosunetuzumab
Fibrosis,MESH:D005355,DB15444,Elexacaftor
Cystic Fibrosis,MESH:D003550,DB15444,Elexacaftor
